,CSE_PlayerID,CSE_EventID,Bucket,Date,CollegeDivision,CollegePlayerType,Obj_FootSpeed_H11,Obj_FootSpeed_H12,Obj_FootSpeed_HH1,Obj_FootSpeed_HH2,Obj_ArmVelo_Throw1,Obj_ArmVelo_Throw2,Obj_ArmVelo_Throw3,Obj_ArmVelo_Throw4,Obj_ArmVelo_Throw5,Obj_ArmVelo_Throw6,Obj_PopTime_Throw1,Obj_PopTime_Throw2,Obj_PopTime_Throw3,Obj_PopTime_Throw4,Obj_ExitVelo_Swing1,Obj_ExitVelo_Swing2,Obj_ExitVelo_Swing3,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed,H1,HH,armVelo,exitVelo,notEmpty
632,3462,802,3,9/10/2021,Division 2,Role Player,3.56,,13.1,,56,55,,,,,,,,,63,62,,60,67,42,53.8,5.4,73,1.56,0.2,15.5,3.56,13.1,55.5,62.5,4
633,3463,802,3,9/10/2021,Division 2,Impact Player,3.35,,12.5,,53,53,,,,,,,,,55,61,,64,53,67,52.7,13.7,77,1.79,0.15,17.2,3.35,12.5,53,58,4
634,3464,802,3,9/10/2021,Division 2,Role Player,3.26,,12.5,,55,52,,,,,,,,,60,60,,52,55,56,54.6,10.1,65,1.59,0.18,21,3.26,12.5,53.5,60,4
635,3465,802,3,9/10/2021,Division 2,Starter,3.14,,11.9,,54,56,,,,,,,,,68,67,,60,60,53,51.1,9.1,73,1.64,0.16,16.7,3.14,11.9,55,67.5,4
637,3467,802,3,9/10/2021,Division 2,Starter,3.29,,12.9,,53,52,,,,,,,,,60,61,,72,64,60,60.5,11.2,85,2.15,0.17,18.3,3.29,12.9,52.5,60.5,4
639,3469,802,3,9/10/2021,Division 2,Role Player,3.26,,12.6,,50,64,,,,,,,,,64,65,,39,42,50,52.5,8.1,52,1.6,0.17,18.4,3.26,12.6,57,64.5,4
640,3470,802,3,9/10/2021,Division 2,Role Player,3.17,,12.2,,59,58,,,,,,,,,66,68,,,,,,,,,,,3.17,12.2,58.5,67,4
641,3471,802,3,9/10/2021,Division 2,Role Player,3.28,,12.4,,59,58,,,,,1.86,1.75,,,65,65,,40,63,54,58,9.3,53,2.07,0.17,16,3.28,12.4,58.5,65,5
662,5360,804,3,11/3/2021,Division 2,Starter,2.96,2.96,11.65,,53,53,53,,,,,,,,59,56,54,75,39,49,49.8,7.7,89,1.34,0.18,15.1,2.96,11.65,53,56.33333333,4
663,5361,804,3,11/3/2021,Division 2,Starter,3.19,3.16,12.83,,58,59,58,,,,,,,,65,71,71,46,49,64,59.9,12.7,59,2.06,0.17,19.3,3.175,12.83,58.33333333,69,4
664,5362,804,3,11/3/2021,Division 2,Impact Player,3.13,3.18,12.24,,51,53,55,,,,,,,,65,62,69,79,47,62,57.9,11.9,93,1.88,0.17,17,3.155,12.24,53,65.33333333,4
666,5364,804,3,11/3/2021,Division 2,Role Player,3.13,3.05,12.48,,48,49,50,,,,,,,,65,63,64,57,57,77,55.9,18.7,71,2.07,0.15,19.9,3.09,12.48,49,64,4
668,5366,804,3,11/3/2021,Division 2,Impact Player,3.34,3.23,12.62,,58,60,63,,,,,,,,74,73,73,33,47,48,60.8,7.4,45,2,0.18,17.4,3.285,12.62,60.33333333,73.33333333,4
669,5367,804,3,11/3/2021,Division 2,Starter,3.15,3.11,12.56,,52,55,54,,,,,,,,59,60,60,62,64,55,54.5,9.8,75,1.76,0.17,18.2,3.13,12.56,53.66666667,59.66666667,4
670,5368,804,3,11/3/2021,Division 2,Starter,3.03,3.06,12.02,,61,63,63,,,,,,,,68,65,61,70,51,56,55.4,10,83,1.99,0.15,17.3,3.045,12.02,62.33333333,64.66666667,4
672,5370,804,3,11/3/2021,Division 2,Role Player,3.33,3.26,12.7,,47,47,48,,,,2.1,2.2,,,62,64,64,70,52,62,53.9,11.9,84,1.68,0.17,18.2,3.295,12.7,47.33333333,63.33333333,5
674,5372,804,3,11/3/2021,Division 2,Impact Player,3.37,3.37,13.35,,57,58,58,,,,,,,,71,71,71,76,53,74,58.4,15.9,89,2.3,0.15,18.4,3.37,13.35,57.66666667,71,4
675,5373,804,3,11/3/2021,Division 2,Impact Player,3.25,3.26,12.71,,59,59,59,,,,,,,,71,64,69,58,39,44,63.3,6,72,2.18,0.19,17,3.255,12.71,59,68,4
676,5374,804,3,11/3/2021,Division 2,Role Player,3.25,3.2,12.8,,56,57,57,,,,,,,,59,59,57,76,64,49,52.9,7.7,90,1.45,0.19,17.9,3.225,12.8,56.66666667,58.33333333,4
677,5375,804,3,11/3/2021,Division 2,Role Player,3.2,3.22,12.32,,57,57,57,,,,,,,,61,61,58,75,57,57,56.8,10.4,88,1.89,0.17,17.9,3.21,12.32,57,60,4
678,5376,804,3,11/3/2021,Division 2,Role Player,3.32,3.22,12.96,,57,58,58,,,,,,,,68,62,69,61,58,57,57,10.3,75,1.86,0.16,17.7,3.27,12.96,57.66666667,66.33333333,4
680,5378,804,3,11/3/2021,Division 2,Role Player,3.31,3.31,13.39,,49,51,51,,,,,,,,69,67,68,80,46,70,56.4,14.6,94,1.99,0.16,19.1,3.31,13.39,50.33333333,68,4
681,5379,804,3,11/3/2021,Division 2,Role Player,3.24,3.24,12.5,,54,59,58,,,,,,,,61,64,55,71,52,75,51.6,16.7,85,1.51,0.17,18.4,3.24,12.5,57,60,4
684,5714,804,3,11/3/2021,Division 2,Starter,3.21,3.22,12.97,,53,59,60,,,,,,,,64,71,62,61,61,75,57.6,16.6,74,2.12,0.15,18.8,3.215,12.97,57.33333333,65.66666667,4
854,4881,812,3,10/18/2021,Division 2,Role Player,2.91,2.89,11.54,,65,64,67,,,,,,,,70,73,75,60,61,80,62.7,21.9,73,2.42,0.16,21.7,2.9,11.54,65.33333333,72.66666667,4
855,4882,812,3,10/18/2021,Division 2,Role Player,2.97,2.89,11.66,,56,55,56,,,,,,,,70,56,59,75,48,63,60.6,12.4,89,2.32,0.15,18.7,2.93,11.66,55.66666667,61.66666667,4
856,4883,812,3,10/18/2021,Division 2,Starter,3.19,3.19,12.72,,58,58,57,,,,,,,,66,67,66,61,52,52,54,8.8,74,1.71,0.18,16.9,3.19,12.72,57.66666667,66.33333333,4
857,4884,812,3,10/18/2021,Division 2,Impact Player,2.84,2.83,11.26,,67,56,68,,,,1.66,1.65,1.75,1.75,76,73,72,57,38,53,67.2,9.1,70,2.66,0.17,17.4,2.835,11.26,63.66666667,73.66666667,5
858,4885,812,3,10/18/2021,Division 2,Role Player,3.07,3.04,12.25,,56,57,56,,,,,,,,68,76,74,63,38,77,57.7,17.4,76,2,0.16,19.8,3.055,12.25,56.33333333,72.66666667,4
859,4886,812,3,10/18/2021,Division 2,Role Player,3,3,12.1,,55,56,52,,,,,,,,72,68,59,68,51,75,56.1,16.7,82,1.99,0.16,18.7,3,12.1,54.33333333,66.33333333,4
860,4887,812,3,10/18/2021,Division 2,Role Player,3.06,2.98,11.89,,55,56,56,,,,,,,,71,70,69,65,56,50,62.5,8,78,2.13,0.18,18.5,3.02,11.89,55.66666667,70,4
861,4888,812,3,10/18/2021,Division 2,Role Player,3.3,3.32,13.6,,48,53,53,,,,,,,,62,67,60,56,39,59,53.8,10.9,69,1.65,0.18,16.1,3.31,13.6,51.33333333,63,4
863,4890,812,3,10/18/2021,Division 2,Impact Player,3.13,3.08,12.09,,60,64,63,,,,,,,,72,71,76,52,48,73,55.9,15.6,65,1.68,0.16,21,3.105,12.09,62.33333333,73,4
864,4891,812,3,10/18/2021,Division 2,Starter,2.92,2.97,11.53,,57,58,57,,,,,,,,65,69,63,45,50,71,57.9,14.8,57,2.16,0.15,18.6,2.945,11.53,57.33333333,65.66666667,4
865,4892,812,3,10/18/2021,Division 2,Starter,2.96,2.99,11.33,,56,56,58,,,,,,,,66,61,72,72,36,70,56.6,14.6,85,2.28,0.14,19.5,2.975,11.33,56.66666667,66.33333333,4
867,4894,812,3,10/18/2021,Division 2,Starter,3.19,3.17,12.58,,56,56,56,,,,,,,,68,63,63,57,58,68,50.5,13.9,70,1.75,0.14,18.6,3.18,12.58,56,64.66666667,4
868,4895,812,3,10/18/2021,Division 2,Role Player,2.95,2.93,11.58,,56,56,56,,,,,,,,67,67,62,62,68,56,55.7,10.1,76,1.83,0.16,17.8,2.94,11.58,56,65.33333333,4
870,4897,812,3,10/18/2021,Division 2,Starter,3.01,3.13,12.34,,56,56,57,,,,1.97,1.75,1.78,1.85,69,64,73,74,55,59,57.4,10.9,87,1.92,0.17,17.8,3.07,12.34,56.33333333,68.66666667,5
871,4898,812,3,10/18/2021,Division 2,Role Player,3.32,3.25,12.24,,64,61,64,,,,1.97,2.06,2,1.97,69,70,71,58,61,46,57.7,6.7,71,1.85,0.18,16.5,3.285,12.24,63,70,5
873,4900,812,3,10/18/2021,Division 2,Role Player,3.03,3,11.54,,55,56,58,,,,,,,,72,72,69,45,57,50,59.2,8.1,58,2,0.17,15.9,3.015,11.54,56.33333333,71,4
875,4902,812,3,10/18/2021,Division 2,Starter,2.96,2.99,11.85,,66,66,68,,,,,,,,71,65,71,49,54,50,59.5,7.8,62,1.81,0.19,15.9,2.975,11.85,66.66666667,69,4
876,4903,812,3,10/18/2021,Division 2,Starter,3.9,3.08,12.41,,56,56,56,,,,,,,,61,67,67,58,49,48,56.5,7.3,71,1.77,0.18,16.5,3.49,12.41,56,65,4
878,3125,814,3,8/31/2021,JUCO 1,Starter,3.28,3.09,12.35,,56,58,,,,,,,,,68,67,73,41,50,46,57.9,6.8,54,1.73,0.19,19.5,3.185,12.35,57,69.33333333,4
879,3129,814,3,8/31/2021,JUCO 1,Starter,3.15,3.12,12.39,,54,56,,,,,,,,,67,68,70,50,62,44,56.3,5.9,63,1.82,0.17,16.7,3.135,12.39,55,68.33333333,4
880,3130,814,3,8/31/2021,JUCO 1,Starter,3.19,3.19,12.2,,59,59,,,,,1.94,,1.75,,60,61,64,60,57,42,57.9,5.2,74,1.79,0.18,16.9,3.19,12.2,59,61.66666667,5
881,3131,814,3,8/31/2021,JUCO 1,Starter,3.43,3.41,13.18,,57,58,,,,,,,,,60,67,68,59,57,53,57.8,9.1,72,1.85,0.18,17,3.42,13.18,57.5,65,4
882,10716,814,3,8/31/2021,JUCO 1,Impact Player,3.35,3.42,12.83,,60,60,,,,,1.66,1.53,1.75,,71,73,74,,,,,,,,,,3.385,12.83,60,72.66666667,5
883,912,814,3,8/31/2021,JUCO 1,Role Player,3.54,3.44,13.68,,57,55,,,,,,,,,59,69,63,66,61,61,55.7,11.6,80,1.85,0.16,18,3.49,13.68,56,63.66666667,4
884,912,814,3,8/31/2021,JUCO 1,Role Player,3.54,3.44,13.68,,57,55,,,,,,,,,59,69,63,45,52,61,54.4,11.5,58,1.78,0.16,17.1,3.49,13.68,56,63.66666667,4
885,3136,814,3,8/31/2021,JUCO 1,Role Player,3.56,3.51,14.11,,55,54,,,,,,,,,67,65,68,50,55,49,57.9,7.8,63,1.81,0.18,17.1,3.535,14.11,54.5,66.66666667,4
886,3137,814,3,8/31/2021,JUCO 1,Starter,3.26,3.26,12.65,,59,60,,,,,,,,,65,62,65,62,59,39,54.2,4.1,75,1.47,0.2,15.4,3.26,12.65,59.5,64,4
887,3138,814,3,8/31/2021,JUCO 1,Role Player,3.48,3.36,12.32,,58,58,,,,,,,,,66,69,68,52,45,44,59.7,6,65,1.94,0.18,19.7,3.42,12.32,58,67.66666667,4
888,1200,814,3,8/31/2021,JUCO 1,Starter,3.28,3.22,12.65,,60,55,,,,,,,,,64,68,70,47,44,61,60.1,11.5,60,2.21,0.16,20.8,3.25,12.65,57.5,67.33333333,4
889,1216,814,3,8/31/2021,JUCO 1,Starter,3.42,3.31,12.77,,54,57,,,,,,1.96,,,57,62,58,75,37,57,50.1,10.4,89,1.45,0.16,17.2,3.365,12.77,55.5,59,5
890,1216,814,3,8/31/2021,JUCO 1,Starter,3.42,3.31,12.77,,54,57,,,,,,1.96,,,57,62,58,78,42,61,54.5,11.6,92,1.88,0.15,17.7,3.365,12.77,55.5,59,5
891,1204,814,3,8/31/2021,JUCO 1,Impact Player,3.53,3.27,12.61,,60,56,,,,,,,,,58,67,64,61,63,64,53.6,12.7,74,1.65,0.16,18.6,3.4,12.61,58,63,4
892,1204,814,3,8/31/2021,JUCO 1,Impact Player,3.53,3.27,12.61,,60,56,,,,,,,,,58,67,64,62,61,62,54.5,11.9,75,1.62,0.17,17.9,3.4,12.61,58,63,4
893,1199,814,3,8/31/2021,JUCO 1,Starter,3.11,3.08,12.28,,55,59,,,,,,,,,66,58,65,45,49,47,50.7,8.3,61,1.41,0.17,15.4,3.095,12.28,57,63,4
894,1199,814,3,8/31/2021,JUCO 1,Starter,3.11,3.08,12.28,,55,59,,,,,,,,,66,58,65,48,51,47,50.7,6.9,61,1.42,0.18,14.9,3.095,12.28,57,63,4
895,1203,814,3,8/31/2021,JUCO 1,Starter,3.25,3.33,12.77,,60,61,,,,,,,,,69,74,69,55,62,56,53.1,9.8,68,1.48,0.18,18.1,3.29,12.77,60.5,70.66666667,4
896,1203,814,3,8/31/2021,JUCO 1,Starter,3.25,3.33,12.77,,60,61,,,,,,,,,69,74,69,65,67,62,56.6,12.1,78,1.94,0.16,17.7,3.29,12.77,60.5,70.66666667,4
899,1208,814,3,8/31/2021,JUCO 1,Impact Player,3.1,3.06,11.67,,60,59,,,,,,,,,72,76,70,50,60,44,54.3,5.8,62,1.46,0.19,18,3.08,11.67,59.5,72.66666667,4
900,1208,814,3,8/31/2021,JUCO 1,Impact Player,3.1,3.06,11.67,,60,59,,,,,,,,,72,76,70,55,60,57,59.6,10.3,68,2.1,0.17,19.1,3.08,11.67,59.5,72.66666667,4
901,11518,814,3,8/31/2021,JUCO 1,Impact Player,3.23,3.32,12.65,,54,55,,,,,1.9,1.91,1.85,,71,71,75,,,,,,,,,,3.275,12.65,54.5,72.33333333,5
932,3321,816,3,9/8/2021,JUCO 1,Starter,3.17,,12.61,,52,52,,,,,,,,,59,58,,34,56,53,54,10.3,50,1.48,0.19,15.8,3.17,12.61,52,58.5,4
933,3322,816,3,9/8/2021,JUCO 1,Impact Player,3.26,,12.63,,56,58,,,,,,,,,53,51,,50,50,36,47.5,4.6,65,1.12,0.19,13.2,3.26,12.63,57,52,4
934,3323,816,3,9/8/2021,JUCO 1,Role Player,3.26,,12.88,,56,55,,,,,,,,,53,52,,66,63,38,51.6,5.2,80,1.42,0.18,14.9,3.26,12.88,55.5,52.5,4
936,3325,816,3,9/8/2021,JUCO 1,Role Player,3.17,,12.4,,58,52,,,,,,,,,62,61,,50,46,41,54.7,6.1,65,1.5,0.2,17.2,3.17,12.4,55,61.5,4
937,3326,816,3,9/8/2021,JUCO 1,Role Player,3.11,,12.28,,57,58,,,,,1.95,1.86,,,56,54,,48,64,48,54.2,8.6,64,1.67,0.17,16.9,3.11,12.28,57.5,55,5
938,3327,816,3,9/8/2021,JUCO 1,Starter,3.33,,13.65,,53,52,,,,,,,,,61,62,,71,50,62,54.2,13.3,85,1.77,0.16,16.5,3.33,13.65,52.5,61.5,4
939,3328,816,3,9/8/2021,JUCO 1,Role Player,3.31,,12.91,,,46,,,,,,,,,56,54,,66,47,66,54.3,14.5,81,1.75,0.17,20,3.31,12.91,46,55,4
940,3329,816,3,9/8/2021,JUCO 1,Role Player,3.4,,13.93,,51,46,,,,,,,,,61,59,,49,60,52,51.8,9.9,64,1.69,0.16,17.3,3.4,13.93,48.5,60,4
942,3331,816,3,9/8/2021,JUCO 1,Impact Player,3.05,,11.61,,68,65,,,,,,,,,69,68,,46,58,53,59,10.2,61,2,0.17,19.7,3.05,11.61,66.5,68.5,4
943,3332,816,3,9/8/2021,JUCO 1,Starter,3.32,,13.02,,64,65,,,,,,,,,69,68,,46,60,54,64.1,10.5,61,2.37,0.18,18.6,3.32,13.02,64.5,68.5,4
946,3335,816,3,9/8/2021,JUCO 1,Starter,3.31,,13.17,,53,52,,,,,,,,,58,58,,43,52,39,52,5.7,58,1.42,0.19,14.8,3.31,13.17,52.5,58,4
948,3337,816,3,9/8/2021,JUCO 1,Starter,3.38,,13.46,,58,57,,,,,1.8,1.82,,,77,72,,65,42,76,64.2,18.7,79,3.02,0.15,24.2,3.38,13.46,57.5,74.5,5
951,3340,816,3,9/8/2021,JUCO 1,Starter,3.28,,12.69,,57,55,,,,,1.96,1.84,,,64,63,,39,50,62,63.8,13.1,55,2.42,0.16,18.6,3.28,12.69,56,63.5,5
952,3341,816,3,9/8/2021,JUCO 1,Starter,3.04,,11.63,,58,61,,,,,,,,,63,61,,70,67,57,55.1,11.4,85,2.03,0.15,19.3,3.04,11.63,59.5,62,4
1196,4597,828,3,10/11/2021,Division 3,Role Player,2.99,,12.85,,54,52,53,,,,,,,,59,62,66,72,43,79,55.8,19.2,85,2.3,0.13,19.5,2.99,12.85,53,62.33333333,4
1197,4598,828,3,10/11/2021,Division 3,Role Player,3.01,,12.47,,51,51,52,,,,,,,,60,60,62,50,59,63,54.6,12.3,63,1.89,0.15,19.8,3.01,12.47,51.33333333,60.66666667,4
1198,4599,828,3,10/11/2021,Division 3,Starter,3.15,,13.22,,53,57,55,,,,,,,,67,68,66,44,49,62,65.2,12.1,56,2.72,0.16,18.4,3.15,13.22,55,67,4
1200,4601,828,3,10/11/2021,Division 3,Starter,2.86,,11.52,,54,54,55,,,,,,,,68,60,55,55,48,58,63.1,10.8,68,2.53,0.15,18.9,2.86,11.52,54.33333333,61,4
1201,4602,828,3,10/11/2021,Division 3,Role Player,3.42,,13.88,,49,52,50,,,,,,,,62,62,63,58,63,42,58,5.4,71,1.8,0.19,18.2,3.42,13.88,50.33333333,62.33333333,4
1202,4603,828,3,10/11/2021,Division 3,Impact Player,2.98,,12.1,,45,48,48,,,,,,,,59,69,71,72,48,61,65.4,11.7,86,2.73,0.16,19.2,2.98,12.1,47,66.33333333,4
1205,4606,828,3,10/11/2021,Division 3,Role Player,3.06,,12.07,,57,57,57,,,,,,,,63,63,63,54,58,50,58.6,8,67,1.97,0.17,16.7,3.06,12.07,57,63,4
1206,4607,828,3,10/11/2021,Division 3,Role Player,3.56,,14.43,,52,51,52,,,,1.99,2.06,2.08,,57,59,62,76,33,37,50.6,4.9,90,1.29,0.19,16.3,3.56,14.43,51.66666667,59.33333333,5
1207,4608,828,3,10/11/2021,Division 3,Impact Player,3.05,,12.16,,63,64,62,,,,,,,,64,59,65,54,54,47,62.8,6.8,67,2.52,0.16,17.7,3.05,12.16,63,62.66666667,4
1208,4609,828,3,10/11/2021,Division 3,Impact Player,3.17,,13.11,,49,50,50,,,,,,,,62,,64,67,61,51,58.7,8.1,81,1.95,0.18,15.7,3.17,13.11,49.66666667,63,4
1209,4610,828,3,10/11/2021,Division 3,Impact Player,3.02,,12.53,,47,46,44,,,,,,,,69,67,69,32,49,66,64.2,13.2,45,2.5,0.17,19.3,3.02,12.53,45.66666667,68.33333333,4
1210,4611,828,3,10/11/2021,Division 3,Role Player,3.48,,14.23,,54,55,55,,,,2.08,2.03,2.09,,58,61,58,56,41,50,57.8,7.8,69,1.87,0.18,16,3.48,14.23,54.66666667,59,5
1211,4612,828,3,10/11/2021,Division 3,Role Player,3.12,,12.78,,51,52,51,,,,,,,,62,51,49,,,,,,,,,,3.12,12.78,51.33333333,54,4
1213,4614,828,3,10/11/2021,Division 3,Starter,3.13,,12.47,,51,52,53,,,,,,,,61,61,58,62,55,46,57.2,6.7,76,1.75,0.18,16.5,3.13,12.47,52,60,4
1214,4615,828,3,10/11/2021,Division 3,Starter,2.97,,12.1,,53,57,57,,,,,,,,52,52,52,,,,,,,,,,2.97,12.1,55.66666667,52,4
1215,4616,828,3,10/11/2021,Division 3,Impact Player,2.83,,11.43,,52,52,59,,,,,,,,61,61,60,37,50,57,56.8,10.2,49,1.86,0.17,17.5,2.83,11.43,54.33333333,60.66666667,4
1216,4617,828,3,10/11/2021,Division 3,Role Player,3.34,,13.45,,50,48,48,,,,1.94,1.93,2.04,,58,57,63,58,62,77,50.1,18.3,71,1.52,0.16,19.7,3.34,13.45,48.66666667,59.33333333,5
1217,4618,828,3,10/11/2021,Division 3,Role Player,3.02,,12.77,,51,48,51,,,,,,,,48,44,47,69,43,42,54.2,5.2,83,1.51,0.18,16,3.02,12.77,50,46.33333333,4
1413,5288,841,3,11/1/2021,Power 5,Starter,2.84,,11.15,,64,65,66,,,,,,,,71,69,71,50,61,67,55.6,13.7,63,1.94,0.16,16.7,2.84,11.15,65,70.33333333,4
1414,5289,841,3,11/1/2021,Power 5,Impact Player,3.05,,12.71,,59,62,63,,,,,,,,64,69,68,55,46,44,59.1,6.1,69,1.75,0.2,17.7,3.05,12.71,61.33333333,67,4
1415,5290,841,3,11/1/2021,Power 5,Starter,3.15,,12.89,,67,69,68,,,,,,,,79,77,80,,,,,,,,,,3.15,12.89,68,78.66666667,4
1416,5291,841,3,11/1/2021,Power 5,Starter,2.97,,11.74,,66,68,68,,,,,,,,71,71,70,66,61,64,59.9,12.6,80,2.09,0.17,19.9,2.97,11.74,67.33333333,70.66666667,4
1417,5292,841,3,11/1/2021,Power 5,Role Player,3.16,,12.43,,59,60,60,,,,,,,,79,80,78,29,44,47,63.6,7,41,2.42,0.16,17.8,3.16,12.43,59.66666667,79,4
1418,5293,841,3,11/1/2021,Power 5,Role Player,2.95,,11.3,,70,68,69,,,,2.5,2.1,2.1,,68,67,70,46,47,54,62.4,9.2,59,2.27,0.17,18.3,2.95,11.3,69,68.33333333,5
1419,5294,841,3,11/1/2021,Power 5,Impact Player,3.39,,13.79,,64,64,62,,,,,,,,73,73,71,66,51,46,63.3,6.5,79,2.18,0.18,17.2,3.39,13.79,63.33333333,72.33333333,4
1421,5296,841,3,11/1/2021,Power 5,Role Player,3.08,,11.9,,63,64,65,,,,,,,,61,62,64,51,51,56,54.2,9.8,64,1.75,0.17,15.7,3.08,11.9,64,62.33333333,4
1422,5297,841,3,11/1/2021,Power 5,Role Player,2.79,,11.15,,61,59,59,,,,,,,,65,65,61,38,26,48,56.8,7.2,50,1.77,0.18,18.3,2.79,11.15,59.66666667,63.66666667,4
1423,5298,841,3,11/1/2021,Power 5,Role Player,2.98,,11.77,,58,60,59,,,,,,,,72,74,74,30,54,75,55.3,16.9,42,1.87,0.16,22,2.98,11.77,59,73.33333333,4
1424,5299,841,3,11/1/2021,Power 5,Role Player,3.25,,12.98,,61,61,63,,,,,,,,72,73,68,44,59,53,60.5,8.9,57,1.98,0.18,16.6,3.25,12.98,61.66666667,71,4
1425,5300,841,3,11/1/2021,Power 5,Role Player,3.23,,13.23,,53,55,58,,,,,,,,71,70,68,49,59,66,61.7,13.4,62,2.47,0.15,18.8,3.23,13.23,55.33333333,69.66666667,4
1426,5301,841,3,11/1/2021,Power 5,Starter,3.14,,11.77,,66,66,66,,,,,,,,70,69,69,40,53,80,57.5,25.2,53,2.13,0.15,20.4,3.14,11.77,66,69.33333333,4
1427,5302,841,3,11/1/2021,Power 5,Starter,2.84,,11.09,,64,64,64,,,,,,,,68,62,74,61,65,72,57.6,15.4,74,2.15,0.15,17.7,2.84,11.09,64,68,4
1428,5303,841,3,11/1/2021,Power 5,Impact Player,3.03,,12.36,,64,63,64,,,,,,,,71,68,71,59,39,68,61.7,14.1,72,2.2,0.17,20.1,3.03,12.36,63.66666667,70,4
1431,5306,841,3,11/1/2021,Power 5,Role Player,2.93,,11.98,,64,65,66,,,,,,,,69,69,68,42,61,77,60,17.3,55,2.2,0.16,20.6,2.93,11.98,65,68.66666667,4
1436,5311,841,3,11/1/2021,Power 5,Starter,2.94,,11.13,,58,54,58,,,,,,,,67,74,68,52,59,62,61.4,12,65,2.31,0.16,19.9,2.94,11.13,56.66666667,69.66666667,4
1438,5313,841,3,11/1/2021,Power 5,Role Player,3.05,,12.25,,59,58,56,,,,,,,,64,63,60,34,49,78,54.9,17.8,46,1.77,0.17,19.8,3.05,12.25,57.66666667,62.33333333,4
1440,5315,841,3,11/1/2021,Power 5,Starter,2.84,,11.1,,64,65,67,,,,,,,,73,73,75,56,51,73,64.8,16.2,69,2.66,0.15,19.2,2.84,11.1,65.33333333,73.66666667,4
1441,5706,841,3,11/1/2021,Power 5,Role Player,3.07,,12.07,,62,63,62,,,,,,,,68,72,69,,,,,,,,,,3.07,12.07,62.33333333,69.66666667,4
1606,5316,851,3,11/2/2021,Division 3,Starter,3.25,3.27,12.71,,54,54,53,,,,,,,,67,59,66,55,45,60,62.8,11.3,68,2.29,0.17,18.4,3.26,12.71,53.66666667,64,4
1607,5317,851,3,11/2/2021,Division 3,Starter,3.4,3.42,13.12,,63,62,66,,,,1.79,1.81,1.72,1.82,58,64,64,29,52,34,60.5,2.5,41,1.62,0.22,18.5,3.41,13.12,63.66666667,62,5
1608,5318,851,3,11/2/2021,Division 3,Role Player,3.17,3.11,12.58,,55,56,58,,,,,,,,64,66,71,37,52,66,64.2,13.2,49,2.36,0.17,18.8,3.14,12.58,56.33333333,67,4
1609,5319,851,3,11/2/2021,Division 3,Impact Player,3.27,3.2,13.23,,47,55,52,,,,,,,,70,63,67,40,34,51,62,8.4,53,2.08,0.17,16.2,3.235,13.23,51.33333333,66.66666667,4
1610,5320,851,3,11/2/2021,Division 3,Starter,3.28,3.6,13.61,,57,57,53,,,,,,,,59,63,60,45,46,41,54.9,5.1,58,1.44,0.21,14.5,3.44,13.61,55.66666667,60.66666667,4
1611,5321,851,3,11/2/2021,Division 3,Impact Player,3.04,3.06,12.18,,52,58,56,,,,,,,,65,64,70,53,52,37,60,3.6,66,2.02,0.19,18.5,3.05,12.18,55.33333333,66.33333333,4
1613,5323,851,3,11/2/2021,Division 3,Role Player,3.54,3.58,14.25,,53,54,58,,,,,,,,57,62,65,50,52,50,61.8,7.8,62,1.99,0.19,17.3,3.56,14.25,55,61.33333333,4
1615,5325,851,3,11/2/2021,Division 3,Impact Player,3.03,3.08,12.2,,53,50,54,,,,,,,,53,58,60,54,54,54,52.4,9.4,67,1.34,0.19,15.6,3.055,12.2,52.33333333,57,4
1617,5327,851,3,11/2/2021,Division 3,Role Player,3.3,3.34,13.47,,49,48,49,,,,1.85,1.84,1.97,1.87,58,58,62,61,55,56,54.2,9.9,75,1.56,0.18,15.1,3.32,13.47,48.66666667,59.33333333,5
1619,5329,851,3,11/2/2021,Division 3,Impact Player,3.51,3.5,13.98,,52,55,54,,,,,,,,66,63,65,55,53,80,60.5,19.6,68,2.21,0.16,20.9,3.505,13.98,53.66666667,64.66666667,4
1620,5713,851,3,11/2/2021,Division 3,Role Player,3.21,3.05,12.1,,55,48,52,,,,,,,,68,61,61,54,55,48,58.3,7.2,67,1.89,0.18,18.7,3.13,12.1,51.66666667,63.33333333,4
1686,4334,855,3,9/28/2021,NAIA,Impact Player,3.19,3.12,12.62,,60,59,60,,,,,,,,59,66,59,48,61,41,55.1,5,61,1.58,0.19,16.1,3.155,12.62,59.66666667,61.33333333,4
1689,4337,855,3,9/28/2021,NAIA,Impact Player,2.96,2.92,11.89,,51,49,50,,,,,,,,63,61,57,80,34,57,50,10.3,97,1.47,0.16,18.6,2.94,11.89,50,60.33333333,4
1690,4338,855,3,9/28/2021,NAIA,Impact Player,2.81,2.82,11.91,,57,58,56,,,,,,,,57,59,57,71,41,67,53.7,13.6,85,1.64,0.16,19.2,2.815,11.91,57,57.66666667,4
1691,4339,855,3,9/28/2021,NAIA,Starter,2.79,2.87,11.8,,59,63,61,,,,1.94,1.65,1.87,1.81,63,60,57,44,63,69,55.9,14.3,57,1.9,0.16,19.3,2.83,11.8,61,60,5
1692,4340,855,3,9/28/2021,NAIA,Starter,2.89,2.87,11.83,,61,60,62,,,,,,,,70,63,60,66,54,70,60.6,14.9,79,2.31,0.16,18.6,2.88,11.83,61,64.33333333,4
