,CSE_PlayerID,CSE_EventID,Bucket,Date,CollegeDivision,CollegePlayerType,Obj_FootSpeed_H11,Obj_FootSpeed_H12,Obj_FootSpeed_HH1,Obj_FootSpeed_HH2,Obj_ArmVelo_Throw1,Obj_ArmVelo_Throw2,Obj_ArmVelo_Throw3,Obj_ArmVelo_Throw4,Obj_ArmVelo_Throw5,Obj_ArmVelo_Throw6,Obj_PopTime_Throw1,Obj_PopTime_Throw2,Obj_PopTime_Throw3,Obj_PopTime_Throw4,Obj_ExitVelo_Swing1,Obj_ExitVelo_Swing2,Obj_ExitVelo_Swing3,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed,H1,HH,armVelo,exitVelo,notEmpty
2266,5596,897,4,11/10/2021,JUCO 2,Role Player,3.45,3.3,13.7,13.81,49,48,46,44,44,45,,,,,68,63,59,40,44,42,58.8,5.1,53,1.54,0.21,17.5,3.375,13.755,46,63.33333333,4
2267,5597,897,4,11/10/2021,JUCO 2,Starter,3.16,3.16,12.36,12.39,54,54,54,53,56,55,,,,,58,63,61,58,68,55,59.9,9.8,71,2.24,0.16,18.1,3.16,12.375,54.33333333,60.66666667,4
2268,5598,897,4,11/10/2021,JUCO 2,Role Player,2.8,2.97,11.83,11.76,47,47,42,52,56,55,2.28,2,2.09,2.1,62,60,64,74,42,60,53.9,11.2,88,1.75,0.16,17.6,2.885,11.795,49.83333333,62,5
2269,5599,897,4,11/10/2021,JUCO 2,Role Player,3.26,3.18,13.6,13.51,52,56,56,55,49,47,,,,,67,65,64,64,55,78,52.7,19,77,1.72,0.16,18,3.22,13.555,52.5,65.33333333,4
2270,5600,897,4,11/10/2021,JUCO 2,Role Player,3.14,3.27,12.8,12.86,46,55,48,50,53,53,,,,,62,62,64,50,60,43,61,5.4,62,2,0.18,17.7,3.205,12.83,50.83333333,62.66666667,4
2271,5601,897,4,11/10/2021,JUCO 2,Role Player,2.97,2.96,11.81,11.91,61,61,61,60,57,56,,,,,57,58,59,48,60,40,54.8,4.7,61,1.57,0.19,16.8,2.965,11.86,59.33333333,58,4
2272,5602,897,4,11/10/2021,JUCO 2,Impact Player,3.1,3.06,11.57,11.84,66,63,62,62,62,57,,,,,59,64,53,72,50,80,59.6,27.3,86,2.47,0.14,19.8,3.08,11.705,62,58.66666667,4
2273,5603,897,4,11/10/2021,JUCO 2,Starter,3.04,3.06,12.39,12.61,54,55,53,52,48,48,,,,,74,73,71,50,56,76,59,17.7,63,1.99,0.17,19.7,3.05,12.5,51.66666667,72.66666667,4
2274,5604,897,4,11/10/2021,JUCO 2,Starter,3.09,3.1,13.14,13.17,52,53,52,54,54,53,2.39,2.41,2.33,2.3,61,64,63,68,63,65,57.5,13,81,2,0.15,17.2,3.095,13.155,53,62.66666667,5
2275,5605,897,4,11/10/2021,JUCO 2,Impact Player,3.04,3.1,12.19,12.44,48,48,48,49,54,57,,,,,67,68,70,45,43,53,72,8.8,58,3.22,0.15,19.5,3.07,12.315,50.66666667,68.33333333,4
2276,5606,897,4,11/10/2021,JUCO 2,Starter,3.2,3.18,12.72,12.65,58,56,57,57,58,58,2.13,2.14,2.25,2.23,66,66,62,33,63,42,61.7,5.1,45,2.08,0.17,18.2,3.19,12.685,57.33333333,64.66666667,5
2277,5607,897,4,11/10/2021,JUCO 2,Role Player,2.89,2.86,11.49,11.53,54,54,53,53,52,51,,,,,59,58,62,72,53,68,58,14.2,85,2.35,0.13,19.8,2.875,11.51,52.83333333,59.66666667,4
2278,5609,897,4,11/10/2021,JUCO 2,Role Player,3.18,3.49,12.91,13.71,55,54,53,52,51,49,,,,,61,62,58,52,69,66,56.6,13.1,65,1.89,0.16,18.4,3.335,13.31,52.33333333,60.33333333,4
2279,5610,897,4,11/10/2021,JUCO 2,Role Player,2.76,2.73,11.3,11.34,54,51,52,53,51,52,,,,,63,65,72,78,64,64,57.2,12.7,92,1.97,0.16,18.6,2.745,11.32,52.16666667,66.66666667,4
2280,5611,897,4,11/10/2021,JUCO 2,Starter,3.65,3.81,14.93,16.17,54,54,54,54,53,53,,,,,64,65,66,41,52,59,66.9,11,54,2.72,0.15,17.6,3.73,15.55,53.66666667,65,4
2281,5612,897,4,11/10/2021,JUCO 2,Role Player,3.02,3.07,12.29,12.54,56,51,56,57,49,52,2.4,2.31,2.28,2.2,54,66,69,63,41,54,63.8,9.3,77,2.47,0.16,20.5,3.045,12.415,53.5,63,5
2282,6010,897,4,11/10/2021,JUCO 2,Starter,3.2,3.09,12.31,12.42,58,57,56,54,55,53,,,,,62,64,64,71,64,49,57.4,7.5,84,1.89,0.17,17.3,3.145,12.365,55.5,63.33333333,4
2286,5528,900,4,11/9/2021,JUCO 1,Starter,3.53,,13.11,,56,53,,,,,1.93,1.93,,,70,69,,51,70,59,55.1,10.8,63,1.67,0.17,19.4,3.53,13.11,54.5,69.5,5
2288,5530,900,4,11/9/2021,JUCO 1,Role Player,3.21,,12.18,,54,50,,,,,1.64,1.95,,,62,62,,60,67,53,55.4,8.9,73,1.73,0.17,16.9,3.21,12.18,52,62,5
2291,5533,900,4,11/9/2021,JUCO 1,Impact Player,3.15,,12.46,,48,49,,,,,,,,,62,61,,44,35,61,56.2,11.5,56,1.87,0.16,16.8,3.15,12.46,48.5,61.5,4
2293,5535,900,4,11/9/2021,JUCO 1,Role Player,3.33,,13,,51,50,,,,,,,,,63,62,,63,59,36,51.9,3.3,76,1.29,0.2,16.6,3.33,13,50.5,62.5,4
2295,5537,900,4,11/9/2021,JUCO 1,Role Player,3.48,,13.02,,45,48,,,,,,,,,60,59,,64,58,50,50.5,7.9,78,1.31,0.18,17.5,3.48,13.02,46.5,59.5,4
2300,5542,900,4,11/9/2021,JUCO 1,Starter,3.12,,11.83,,55,56,,,,,,,,,69,69,,36,56,51,58.6,8.2,49,1.93,0.17,19,3.12,11.83,55.5,69,4
2302,5544,900,4,11/9/2021,JUCO 1,Starter,3.49,,13.64,,51,50,,,,,,,,,59,58,,41,54,42,50.2,5.4,53,1.37,0.17,15.3,3.49,13.64,50.5,58.5,4
2303,5545,900,4,11/9/2021,JUCO 1,Starter,3.71,,14.02,,49,49,,,,,,,,,67,64,,39,54,51,57,8.2,52,1.64,0.19,15.6,3.71,14.02,49,65.5,4
2740,6311,1340,4,1/20/2022,Division 3,Role Player,2.9,2.89,12.01,,58,58,58,59,59,57,,,,,64,61,59,57,48,61,50.5,11.6,70,1.25,0.2,19,2.895,12.01,58.16666667,61.33333333,4
2741,6312,1340,4,1/20/2022,Division 3,Starter,3,3.11,12.01,,57,57,56,56,58,57,,,,,60,64,63,60,57,49,55,7.7,73,1.72,0.17,16.2,3.055,12.01,56.83333333,62.33333333,4
2742,6313,1340,4,1/20/2022,Division 3,Impact Player,3.1,3.23,13.01,,61,61,60,60,60,60,,,,,70,72,75,60,44,52,60.2,8.8,74,2.05,0.17,19.4,3.165,13.01,60.33333333,72.33333333,4
2743,6314,1340,4,1/20/2022,Division 3,Role Player,3.7,3.81,14.91,,55,55,58,57,57,58,,,,,69,70,69,54,51,56,56.2,9.9,67,1.71,0.18,17.7,3.755,14.91,56.66666667,69.33333333,4
2744,6315,1340,4,1/20/2022,Division 3,Role Player,3.61,3.57,13.51,,50,50,50,51,51,50,,,,,68,70,69,51,53,52,55.8,8.5,64,1.84,0.17,16.7,3.59,13.51,50.33333333,69,4
2745,6316,1340,4,1/20/2022,Division 3,Starter,3.56,3.5,13.28,,54,54,55,55,55,53,1.93,2.11,1.85,,68,73,69,57,55,63,56.7,12.4,70,1.86,0.17,18.5,3.53,13.28,54.33333333,70,5
2746,6317,1340,4,1/20/2022,Division 3,Impact Player,3.15,3.11,13.01,,60,,,,,,,,,,66,66,66,50,56,42,56.1,5.1,63,1.6,0.19,17,3.13,13.01,60,66,4
2747,6318,1340,4,1/20/2022,Division 3,Starter,3.2,3.19,13.1,,51,53,53,53,51,54,,,,,65,63,65,53,48,55,53.9,9.5,65,1.47,0.19,16.5,3.195,13.1,52.5,64.33333333,4
2748,6319,1340,4,1/20/2022,Division 3,Role Player,2.95,2.97,12.11,,56,56,55,54,55,56,,,,,57,62,58,40,57,49,55.4,7.5,52,1.62,0.19,16.7,2.96,12.11,55.33333333,59,4
2749,6320,1340,4,1/20/2022,Division 3,Role Player,3.98,4,14.72,,60,59,59,60,60,58,2.03,1.79,2.01,,63,67,63,68,55,65,57,12.9,81,1.91,0.17,17.8,3.99,14.72,59.33333333,64.33333333,5
2750,6321,1340,4,1/20/2022,Division 3,Impact Player,3.77,3.81,13.99,,58,60,60,60,60,59,,,,,67,63,72,66,53,47,53.1,6.8,79,1.52,0.18,16.2,3.79,13.99,59.5,67.33333333,4
2752,6323,1340,4,1/20/2022,Division 3,Starter,3.89,3.9,14.01,,61,60,61,60,60,61,2.03,1.79,2.01,,72,74,75,42,57,73,62.3,15.8,55,2.44,0.16,20.1,3.895,14.01,60.5,73.66666667,5
2753,6324,1340,4,1/20/2022,Division 3,Role Player,3.57,3.61,13.98,,55,55,54,54,53,55,,,,,63,66,66,51,61,68,56.3,15.2,67,1.91,0.16,19.9,3.59,13.98,54.33333333,65,4
2754,6325,1340,4,1/20/2022,Division 3,Starter,2.93,2.94,12.91,,59,57,56,59,57,57,,,,,66,66,65,,,,,,,,,,2.935,12.91,57.5,65.66666667,4
2755,6326,1340,4,1/20/2022,Division 3,Impact Player,3.27,3.33,13.02,,55,55,54,54,54,55,,,,,71,75,71,62,58,52,58.7,8.7,75,2.05,0.16,17.6,3.3,13.02,54.5,72.33333333,4
2756,6327,1340,4,1/20/2022,Division 3,Role Player,3.88,3.91,13.97,,52,52,52,52,54,54,,,,,65,65,66,60,70,79,54.5,19.7,73,1.79,0.16,19.5,3.895,13.97,52.66666667,65.33333333,4
2757,6328,1340,4,1/20/2022,Division 3,Role Player,3.11,3.15,12.99,,54,55,54,56,56,55,1.92,2,1.83,,65,66,63,58,49,45,53.8,6.3,71,1.45,0.2,16.1,3.13,12.99,55,64.66666667,5
2758,6329,1340,4,1/20/2022,Division 3,Role Player,3.6,3.79,13.69,,51,51,51,51,51,51,,,,,65,70,69,60,38,70,57.1,14.7,73,2.1,0.15,17.9,3.695,13.69,51,68,4
2759,6330,1340,4,1/20/2022,Division 3,Role Player,3.25,3.15,13.1,,52,55,54,54,52,55,,,,,66,66,65,44,70,52,52.8,8.8,56,1.59,0.17,16,3.2,13.1,53.66666667,65.66666667,4
2760,6331,1340,4,1/20/2022,Division 3,Role Player,3.4,3.5,13.92,,54,53,52,53,53,53,2.34,2.25,2.06,,67,63,66,46,54,70,57.2,14.7,59,2.21,0.15,18,3.45,13.92,53,65.33333333,5
2805,6567,1343,4,1/26/2022,Division 3,Role Player,3.52,3.49,14.9,14.99,51,50,52,52,52,51,,,,,49,58,57,62,64,54,49.7,9.2,75,1.37,0.18,17.3,3.505,14.945,51.33333333,54.66666667,4
2806,6568,1343,4,1/26/2022,Division 3,Role Player,3.48,3.22,,14.05,49,49,48,48,50,46,,,,,55,57,54,59,35,48,61.1,7.2,72,1.91,0.19,19.6,3.35,14.05,48.33333333,55.33333333,4
2807,6569,1343,4,1/26/2022,Division 3,Role Player,3.71,3.76,14.88,14.93,49,47,47,48,46,46,,,,,62,58,59,42,65,60,51.6,11.2,55,1.54,0.17,16.3,3.735,14.905,47.16666667,59.66666667,4
2808,6570,1343,4,1/26/2022,Division 3,Impact Player,3.21,3.3,13.26,13,57,56,57,58,58,57,,,,,65,68,71,48,73,66,57.9,13.1,60,2.03,0.16,18.9,3.255,13.13,57.16666667,68,4
2809,6571,1343,4,1/26/2022,Division 3,Impact Player,3.18,3.21,13.52,12.85,52,53,52,49,51,52,,,,,67,62,60,32,46,57,63,10.2,44,2.4,0.16,19.5,3.195,13.185,51.5,63,4
2810,6572,1343,4,1/26/2022,Division 3,Role Player,3.51,3.34,14.09,14.19,55,56,55,55,56,57,,,,,55,66,57,40,61,61,56.9,11.6,53,1.85,0.17,18.2,3.425,14.14,55.66666667,59.33333333,4
2813,6575,1343,4,1/26/2022,Division 3,Impact Player,3.05,3.15,11.87,11.95,50,49,51,50,53,54,,,,,57,65,64,57,52,56,64.2,10,70,2.5,0.16,18.9,3.1,11.91,51.16666667,62,4
2815,6577,1343,4,1/26/2022,Division 3,Starter,3.31,3.3,12.89,12.88,49,50,49,49,47,49,,,,,54,57,58,55,60,51,52.5,8.2,68,1.59,0.17,16.4,3.305,12.885,48.83333333,56.33333333,4
2816,6578,1343,4,1/26/2022,Division 3,Starter,3.08,3.05,12.67,12.37,55,53,52,53,53,54,,,,,60,59,61,62,51,56,54.6,10,75,1.85,0.16,17.4,3.065,12.52,53.33333333,60,4
2817,6579,1343,4,1/26/2022,Division 3,Starter,3.22,3.25,13.19,12.9,56,55,57,55,56,55,,,,,55,60,62,39,48,45,56,6.4,52,1.79,0.17,15.9,3.235,13.045,55.66666667,59,4
2819,6581,1343,4,1/26/2022,Division 3,Role Player,3.26,3.35,13.5,13.62,50,52,53,52,49,50,,,,,67,70,77,64,39,80,53.8,20.2,77,2.06,0.14,20.2,3.305,13.56,51,71.33333333,4
2820,6582,1343,4,1/26/2022,Division 3,Starter,3.68,3.51,14.5,14.92,45,47,46,45,46,47,,,,,67,68,54,50,60,68,60.9,14.2,63,2.33,0.16,18.7,3.595,14.71,46,63,4
2822,6584,1343,4,1/26/2022,Division 3,Role Player,3.44,3.3,14.18,14.23,48,51,50,50,53,51,,,,,55,55,50,62,40,78,51.1,19.1,76,1.64,0.16,15.5,3.37,14.205,50.5,53.33333333,4
2823,6585,1343,4,1/26/2022,Division 3,Starter,3.2,3.01,12.68,12.94,53,55,55,54,54,54,,,,,59,64,63,71,41,53,57.4,9,84,1.92,0.17,18.1,3.105,12.81,54.16666667,62,4
2826,6588,1343,4,1/26/2022,Division 3,Role Player,3.06,2.89,12.67,12.75,48,49,50,49,48,48,,,,,59,46,51,56,53,67,57.8,13.5,69,1.91,0.17,16.1,2.975,12.71,48.66666667,52,4
2827,6589,1343,4,1/26/2022,Division 3,Role Player,3.96,3.7,15.83,,41,42,41,43,43,46,,,,,46,58,51,67,37,57,54.5,10.1,80,1.69,0.18,17.5,3.83,15.83,42.66666667,51.66666667,4
2828,6590,1343,4,1/26/2022,Division 3,Starter,3.43,3.59,13.67,13.93,49,49,48,49,46,49,,,,,70,72,66,,,,,,,,,,3.51,13.8,48.33333333,69.33333333,4
2829,6591,1343,4,1/26/2022,Division 3,Impact Player,3.57,3.24,15.37,15.74,52,53,52,50,53,53,,,,,69,72,66,36,53,55,66.7,9.5,48,2.73,0.16,17.2,3.405,15.555,52.16666667,69,4
2831,6593,1343,4,1/26/2022,Division 3,Starter,3.13,3.38,13.09,13.31,39,42,43,40,41,42,,,,,68,67,68,58,59,45,58.5,6.3,71,2.02,0.17,16.7,3.255,13.2,41.16666667,67.66666667,4
2942,12882,1355,4,11/1/2022,JUCO 1,Impact Player,3.13,,12.26,,67,68,68,,,,1.75,1.72,1.66,1.65,72,67,69,,,,,,,,,,3.13,12.26,67.66666667,69.33333333,5
2943,12884,1355,4,11/1/2022,JUCO 1,Role Player,2.98,,11.73,,50,54,56,,,,2,1.75,1.88,1.87,58,61,58,,,,,,,,,,2.98,11.73,53.33333333,59,5
2944,12885,1355,4,11/1/2022,JUCO 1,Starter,2.95,,11.9,,55,57,56,,,,,,,,65,66,66,,,,,,,,,,2.95,11.9,56,65.66666667,4
2945,12886,1355,4,11/1/2022,JUCO 1,Starter,3.16,,13.12,,56,54,56,,,,,,,,56,62,57,,,,,,,,,,3.16,13.12,55.33333333,58.33333333,4
2946,12887,1355,4,11/1/2022,JUCO 1,Starter,2.96,,11.47,,55,52,54,,,,1.75,1.79,1.72,1.68,61,70,69,,,,,,,,,,2.96,11.47,53.66666667,66.66666667,5
2947,12888,1355,4,11/1/2022,JUCO 1,Starter,3.25,,12.88,,50,53,54,,,,,,,,58,63,65,,,,,,,,,,3.25,12.88,52.33333333,62,4
2948,12890,1355,4,11/1/2022,JUCO 1,Starter,3.37,,13.27,,51,51,55,,,,,,,,66,65,66,,,,,,,,,,3.37,13.27,52.33333333,65.66666667,4
2949,12891,1355,4,11/1/2022,JUCO 1,Role Player,3.45,,13.99,,45,52,52,,,,,,,,60,59,59,,,,,,,,,,3.45,13.99,49.66666667,59.33333333,4
2950,12892,1355,4,11/1/2022,JUCO 1,Starter,2.91,,11.11,,53,58,57,,,,,,,,66,57,62,,,,,,,,,,2.91,11.11,56,61.66666667,4
2951,12893,1355,4,11/1/2022,JUCO 1,Role Player,2.96,,11.61,,55,50,54,,,,,,,,61,67,66,,,,,,,,,,2.96,11.61,53,64.66666667,4
2952,12894,1355,4,11/1/2022,JUCO 1,Role Player,3.39,,13.56,,51,55,54,,,,,,,,64,59,63,,,,,,,,,,3.39,13.56,53.33333333,62,4
2953,12896,1355,4,11/1/2022,JUCO 1,Starter,3.18,,12.66,,55,49,55,,,,,,,,56,60,63,,,,,,,,,,3.18,12.66,53,59.66666667,4
2954,12883,1355,4,11/1/2022,JUCO 1,Starter,3.23,,13.08,,51,53,54,,,,,,,,61,60,60,,,,,,,,,,3.23,13.08,52.66666667,60.33333333,4
3093,7273,1430,4,3/28/2022,JUCO 3,Starter,3.19,3.22,13.03,13.15,60,59,60,59,60,61,2.3,2.15,2.21,2.03,60,62,58,51,57,72,55.2,15.5,64,1.8,0.17,18.1,3.205,13.09,59.83333333,60,5
3094,7274,1430,4,3/28/2022,JUCO 3,Starter,3.94,3.99,15.96,16.1,51,52,54,54,55,55,,,,,50,57,56,38,52,65,54,12.9,51,1.77,0.16,16.9,3.965,16.03,53.5,54.33333333,4
3095,7278,1430,4,3/28/2022,JUCO 3,Starter,3.4,3.4,13.38,13.51,52,58,58,54,57,54,,,,,59,54,55,37,63,47,53.9,7.1,49,1.48,0.19,15.7,3.4,13.445,55.5,56,4
3096,7271,1430,4,3/28/2022,JUCO 3,Starter,3.12,3.12,12.28,12.33,67,66,65,66,68,69,,,,,64,75,67,54,52,48,61.6,7.4,67,2.14,0.17,20.2,3.12,12.305,66.83333333,68.66666667,4
3097,7283,1430,4,3/28/2022,JUCO 3,Role Player,3.25,3.33,13.31,13.4,48,49,50,48,49,50,,,,,61,59,60,53,42,45,49.9,6.3,66,1.23,0.2,14.2,3.29,13.355,49,60,4
3098,7275,1430,4,3/28/2022,JUCO 3,Starter,3.16,3.17,12.59,13,59,58,60,61,61,59,,,,,64,63,59,28,40,48,50.5,7.4,40,1.32,0.19,15.5,3.165,12.795,59.66666667,62,4
3099,7279,1430,4,3/28/2022,JUCO 3,Role Player,3.15,3.24,13.56,13.7,50,49,53,52,49,53,,,,,64,59,60,64,65,54,51.8,10.5,78,1.53,0.17,16.7,3.195,13.63,51,61,4
3100,7272,1430,4,3/28/2022,JUCO 3,Starter,3.41,3.43,14.28,14.29,61,59,59,59,60,60,2.1,1.81,2,2,67,67,68,52,61,59,57,11.1,65,1.89,0.17,17.1,3.42,14.285,59.66666667,67.33333333,5
3101,7282,1430,4,3/28/2022,JUCO 3,Starter,3.34,3.37,13.63,13.64,57,57,58,58,57,57,,,,,62,59,59,56,63,54,54.4,9.3,69,1.75,0.17,17.5,3.355,13.635,57.33333333,60,4
3102,7281,1430,4,3/28/2022,JUCO 3,Starter,3.26,3.29,13.53,13.56,57,58,60,60,58,59,1.91,1.91,1.9,2,59,56,56,59,66,74,50.3,15.9,72,1.61,0.15,17.2,3.275,13.545,58.66666667,57,5
3103,7280,1430,4,3/28/2022,JUCO 3,Role Player,3.25,3.28,12.78,12.9,56,59,60,61,58,59,,,,,59,56,56,54,52,54,58.7,9.2,67,2.12,0.16,16.5,3.265,12.84,58.83333333,57,4
3104,7277,1430,4,3/28/2022,JUCO 3,Starter,3.37,3.46,13.25,13.36,57,58,57,56,57,57,,,,,66,65,50,30,54,55,57.1,9.8,43,1.79,0.18,16.8,3.415,13.305,57,60.33333333,4
3105,7276,1430,4,3/28/2022,JUCO 3,Starter,2.94,3,12.1,12.15,51,49,57,53,51,53,,,,,60,58,59,63,57,56,53.2,10.1,76,1.51,0.18,16.5,2.97,12.125,52.33333333,59,4
3107,11743,1441,4,10/7/2022,Division 3,Impact Player,3.56,,13.99,,48,50,48,,,,,,,,59,57,52,,,,,,,,,,3.56,13.99,48.66666667,56,4
3109,11745,1441,4,10/7/2022,Division 3,Impact Player,3.35,,12.51,,45,48,47,,,,,,,,58,57,55,,,,,,,,,,3.35,12.51,46.66666667,56.66666667,4
3110,11746,1441,4,10/7/2022,Division 3,Role Player,3.47,,13.22,,44,46,44,,,,,,,,50,53,50,,,,,,,,,,3.47,13.22,44.66666667,51,4
3111,11747,1441,4,10/7/2022,Division 3,Role Player,3.76,,14.45,,54,56,55,,,,2.22,1.93,2.16,2,59,66,67,,,,,,,,,,3.76,14.45,55,64,5
3112,11748,1441,4,10/7/2022,Division 3,Role Player,3.41,,12.88,,48,49,52,,,,,,,,59,54,55,,,,,,,,,,3.41,12.88,49.66666667,56,4
3113,11749,1441,4,10/7/2022,Division 3,Role Player,3.78,,14.99,,48,49,50,,,,,,,,54,57,53,,,,,,,,,,3.78,14.99,49,54.66666667,4
3114,11752,1441,4,10/7/2022,Division 3,Starter,3.38,,12.51,,53,56,55,,,,,,,,56,56,50,,,,,,,,,,3.38,12.51,54.66666667,54,4
3115,936,1441,4,10/7/2022,Division 3,Impact Player,3.62,,13.98,,50,51,52,,,,,,,,63,64,67,67,64,54,55.5,9.2,80,1.85,0.16,17.9,3.62,13.98,51,64.66666667,4
3116,936,1441,4,10/7/2022,Division 3,Impact Player,3.62,,13.98,,50,51,52,,,,,,,,63,64,67,64,57,51,51.3,8.3,77,1.59,0.16,17.4,3.62,13.98,51,64.66666667,4
3117,11754,1441,4,10/7/2022,Division 3,Role Player,3.27,,13,,55,57,57,,,,,,,,66,61,61,,,,,,,,,,3.27,13,56.33333333,62.66666667,4
3118,11755,1441,4,10/7/2022,Division 3,Role Player,3.39,,12.9,,51,51,51,,,,,,,,70,64,66,,,,,,,,,,3.39,12.9,51,66.66666667,4
3119,11756,1441,4,10/7/2022,Division 3,Impact Player,3.28,,13.13,,53,53,54,,,,,,,,60,63,62,,,,,,,,,,3.28,13.13,53.33333333,61.66666667,4
3120,11757,1441,4,10/7/2022,Division 3,Starter,3.43,,13.76,,60,59,60,,,,1.87,1.78,1.78,1.72,55,63,64,,,,,,,,,,3.43,13.76,59.66666667,60.66666667,5
3121,4212,1441,4,10/7/2022,Division 3,Role Player,3.23,,12.91,,51,52,53,,,,,,,,63,60,64,44,46,45,56.2,6.4,57,1.6,0.18,16.6,3.23,12.91,52,62.33333333,4
3122,11759,1441,4,10/7/2022,Division 3,Impact Player,3.29,,13.24,,47,49,51,,,,,,,,64,61,63,,,,,,,,,,3.29,13.24,49,62.66666667,4
3123,11760,1441,4,10/7/2022,Division 3,Role Player,3.49,,13.65,,56,57,55,,,,,,,,71,66,61,,,,,,,,,,3.49,13.65,56,66,4
3125,10984,1442,4,9/23/2022,Juco 1,Role Player,3.31,,13.25,,53,51,51,,,,,,,,59,59,62,,,,,,,,,,3.31,13.25,51.66666667,60,4
3126,3719,1442,4,9/23/2022,Juco 1,Starter,3.13,,12.64,,53,54,55,,,,2.32,2.28,2.22,2.16,65,65,66,54,70,59,51.6,12.3,69,1.5,0.17,17,3.13,12.64,54,65.33333333,5
3127,10985,1442,4,9/23/2022,Juco 1,Starter,2.77,,11.34,,50,50,51,,,,,,,,50,53,52,,,,,,,,,,2.77,11.34,50.33333333,51.66666667,4
3129,3714,1442,4,9/23/2022,Juco 1,Starter,3.1,,12.85,,60,61,60,,,,,,,,69,65,61,69,55,63,58.7,13.8,83,2.01,0.16,18.9,3.1,12.85,60.33333333,65,4
3131,10986,1442,4,9/23/2022,Juco 1,Role Player,3.22,,13.13,,46,46,49,,,,2.4,2.43,2.38,2.43,60,61,61,,,,,,,,,,3.22,13.13,47,60.66666667,5
3132,10987,1442,4,9/23/2022,Juco 1,Role Player,3.14,,13.17,,56,58,58,,,,,,,,59,61,68,,,,,,,,,,3.14,13.17,57.33333333,62.66666667,4
3133,10990,1442,4,9/23/2022,Juco 1,Role Player,3.12,,12.54,,57,60,59,,,,2,2.12,1.97,1.99,64,60,63,,,,,,,,,,3.12,12.54,58.66666667,62.33333333,5
3134,10993,1442,4,9/23/2022,Juco 1,Role Player,3.34,,13.62,,51,46,51,,,,,,,,64,62,72,,,,,,,,,,3.34,13.62,49.33333333,66,4
3135,10995,1442,4,9/23/2022,Juco 1,Starter,3.18,,12.67,,53,52,53,,,,,,,,58,57,60,,,,,,,,,,3.18,12.67,52.66666667,58.33333333,4
3136,10996,1442,4,9/23/2022,Juco 1,Starter,3.19,,12.95,,52,54,56,,,,,,,,68,69,72,,,,,,,,,,3.19,12.95,54,69.66666667,4
3137,10997,1442,4,9/23/2022,Juco 1,Role Player,3.17,,12.51,,60,60,62,,,,2.19,2,2.01,2.03,56,58,59,,,,,,,,,,3.17,12.51,60.66666667,57.66666667,5
3138,10998,1442,4,9/23/2022,Juco 1,Impact Player,3.03,,12.16,,56,58,59,,,,,,,,62,70,66,,,,,,,,,,3.03,12.16,57.66666667,66,4
3140,11000,1442,4,9/23/2022,Juco 1,Role Player,3.15,,12.38,,56,55,55,,,,,,,,55,55,55,,,,,,,,,,3.15,12.38,55.33333333,55,4
3141,11001,1442,4,9/23/2022,Juco 1,Starter,3.08,,12.26,,53,51,54,,,,,,,,62,58,64,,,,,,,,,,3.08,12.26,52.66666667,61.33333333,4
3142,10988,1442,4,9/23/2022,Juco 1,Starter,3.2,,13.13,,50,51,50,,,,,,,,55,61,51,,,,,,,,,,3.2,13.13,50.33333333,55.66666667,4
3143,10991,1442,4,9/23/2022,Juco 1,Starter,2.94,,11.81,,66,65,64,,,,,,,,70,78,70,,,,,,,,,,2.94,11.81,65,72.66666667,4
3144,10989,1442,4,9/23/2022,Juco 1,Role Player,3.24,,14.43,,54,55,56,,,,,,,,61,64,69,,,,,,,,,,3.24,14.43,55,64.66666667,4
3236,10868,1523,4,9/16/2022,JUCO 1,Starter,3.15,,12.38,,59,60,61,,,,,,,,62,69,58,,,,,,,,,,3.15,12.38,60,63,4
3237,10869,1523,4,9/16/2022,JUCO 1,Impact Player,3.3,,12.67,,53,54,54,,,,,,,,61,54,61,,,,,,,,,,3.3,12.67,53.66666667,58.66666667,4
3238,10870,1523,4,9/16/2022,JUCO 1,Impact Player,3.85,,15.68,,47,46,45,,,,,,,,59,59,62,,,,,,,,,,3.85,15.68,46,60,4
3239,10871,1523,4,9/16/2022,JUCO 1,Impact Player,3.18,,12.89,,50,50,51,,,,2.06,2.03,2.06,,55,63,59,,,,,,,,,,3.18,12.89,50.33333333,59,5
3242,10874,1523,4,9/16/2022,JUCO 1,Starter,3.41,,13.5,,45,46,45,,,,,,,,56,60,63,,,,,,,,,,3.41,13.5,45.33333333,59.66666667,4
3243,10875,1523,4,9/16/2022,JUCO 1,Impact Player,3.15,,12.87,,51,51,53,,,,,,,,61,57,62,,,,,,,,,,3.15,12.87,51.66666667,60,4
3244,10876,1523,4,9/16/2022,JUCO 1,Impact Player,3.1,,12.69,,50,51,50,,,,,,,,55,51,49,,,,,,,,,,3.1,12.69,50.33333333,51.66666667,4
3245,10878,1523,4,9/16/2022,JUCO 1,Impact Player,3.17,,13.08,,53,52,53,,,,,,,,59,66,62,,,,,,,,,,3.17,13.08,52.66666667,62.33333333,4
3246,10879,1523,4,9/16/2022,JUCO 1,Starter,2.79,,11.55,,54,51,54,,,,,,,,58,63,62,,,,,,,,,,2.79,11.55,53,61,4
